A4638,Fourth Menzies Ministry - folder of minutes of Cabinet meetings (with index),6,6,100.0
A4764,"Secret and Top Secret cables to and from Dr HV Evatt overseas as Minister of External Affairs, single number series",8,8,100.0
A5447,"Oaths, correspondence and gazette notices relating to appointments and resignations of Commonwealth Ministries",46,46,100.0
A5802,"Negatives used in production of photographic album of the opening of the High Court of Australia, Canberra 1980",39,39,100.0
A5915,Whitlam Ministries - Cabinet Submissions,1966,1966,100.0
A6132,Cadastral plans of the Northern Territory Hundreds,50,50,100.0
A6202,"Exhibits, single letter series",9,9,100.0
A6225,Folders of newspaper serials relating to the Royal Commission on Espionage,5,5,100.0
A6382,Letters Patent appointing Sir Robert Gordon Menzies to various positions in the Australian Government,5,5,100.0
A6448,Royal Commission into British Nuclear Tests in Australia During the 1950s and 1960s - Transcripts of proceedings,17,17,100.0
A6449,Statements received from United Kingdom witnesses by the Royal Commission into British Nuclear Tests in Australia During the 1950s and 1960s,2,2,100.0
A6450,Statements received from Australian witnesses by the Royal Commission into British Nuclear Tests in Australia During the 1950s and 1960s,5,5,100.0
A6460,Final Report of the Royal Commission into British Nuclear Tests in Australia During the 1950s and 1960s,3,3,100.0
A6549,"Quarterly returns for South Australia, of Aliens who have made application to be naturalized",16,16,100.0
A6615,Service Rolls of Queensland Contingents despatched to the South African (Boer) War,2,2,100.0
A6913,Military Board Instructions [functional/amended set],3,3,100.0
A7587,Plans and notes relating to the garden precincts of the provisional Parliament House,31,31,100.0
A7611,"Framed photographic prints titled ""First Parliament of the Commonwealth of Australia, the Ministry and the House of Representatives""",3,3,100.0
A7674,Royal Australian Air Force (RAAF) Confidential Orders,5,5,100.0
A7714,"Personal history files, lexicographical series",2,2,100.0
A8844,Minutes of Sculpture Committee Meetings,2,2,100.0
A8908,"Reports of the Royal Commission on Intelligence and Security, numerical series",18,18,100.0
A9240,"War Cabinet/Advisory War Council Note Books, chronological series",26,26,100.0
A9372,"Papers and discussions of the conference of officers of headquarters and officers of district staff, ANGAU [Australian New Guinea Administrative Unit]",3,3,100.0
A9492,Photographs of visit to Australia by the Shah of Iran,3,3,100.0
A9736,"Correspondence files, multiple number series (first uniform post system) (Dar-es-Salaam)",2,2,100.0
A9755,"Top numbered RAAF unit correspondence files relating to unidentified or unusual aerial sightings, single number series",21,21,100.0
A10208,"Records of the Australian New Guinea Administrative Unit [ANGAU], single number series with 'SV' prefix",3,3,100.0
A10608,"General notebooks, Justice Sir Edmund Barton, single number series",3,3,100.0
A10610,"Miscellany of notebooks, Justice Sir Edmund Barton",5,5,100.0
A10612,"Judges notebooks, Justice Sir Edmund Barton, single number series",19,19,100.0
A10909,"Correspondence and photographs, single number series",28,28,100.0
A10930,"Unbound volumes of transcripts of proceedings for the Royal Commission on Espionage, with index",135,135,100.0
A10943,Copies of 'A report on Japanese atrocities and breaches of the rules of warfare by Sir William Webb Kt' [First Webb Report],2,2,100.0
A10952,Files of the Commission of Inquiry on War Crimes against Australians Committed by Individual Members of the Armed Forces of the Enemy,11,11,100.0
A10953,Unnumbered files of the Commission of Inquiry on War Crimes Committed by Enemy Subjects against Australians and Others,24,24,100.0
A11029,"Diaries titled 'Canberra Nature Notes' and 'Canberra Weekly Nature Notes', single number series",5,5,100.0
A11290,"Correspondence files, multiple number system with activity suffixes",2,2,100.0
A11312,"Correspondence files, multiple number system with activity suffixes",5,5,100.0
A11556,"Black and white negatives of events Photography and Staff at the National Archives of Australia, single number series with 'R' [Reprography] prefix",2,2,100.0
A11697,Copy of the Taylor Report of 26 May 1976 on visits to Balibo in April and May 1976,2,2,100.0
A11739,Geoff Pryor's sketch books from the Constitutional Convention 1998,2,2,100.0
A11778,"Master sheets (used stencils)  of outward cables belonging to 'Special' cables series with various alphabetical prefixes,  single number series",2,2,100.0
A11866,"Records of the inquiry into the articles published in [the newspaper] 'The Bankstown Observer' on 28th April and 5th, 12th and 19th May 1955 reflecting upon the Honorable Member for Reid, Mr Morgan",10,10,100.0
A11874,Correspondence between the Prime Minister (Joseph Aloysius Lyons) and Resident Minister in London (Stanley Melbourne Bruce) on the conversion of London Loans,4,4,100.0
A12095,"Records of the inquiry into the commitment to prison of Mr T Uren, MP",14,14,100.0
A12097,"Records of the inquiry into an article concerning 'count out' of the House, appearing in the 'Daily Telegraph' of 27 August 1971",20,20,100.0
A12433,"Records of an inquiry into events that allegedly occurred at HMAS Leeuwin and on board HMAS Sydney (the Rapke inquiry), single number series",55,55,100.0
A12608,RAAF Unit Records - No 6 Service Flying Training School - Correspondence Files,5,5,100.0
A12695,"Invitations to Mr and Mrs A J Young to celebrate the opening of the Parliament of the Commonwealth of Australia in May 1901, single number series",2,2,100.0
A12702,Cross sections: Canberra: from original contour plans: single number series.,4,4,100.0
A12703,Early Canberra Lake and Railway Drawings: single number series,5,5,100.0
A12704,Plans of Main Axial Lines: Canberra: Federal City: single number series,2,2,100.0
A12705,Lake Plans for: Parliamentary Standing Committee on Public Works: Ornamental Waters: single number series,3,3,100.0
A12708,Plans showing permanent planting at Government Group Canberra:,2,2,100.0
A12709,Molonglo and Queanbeyan Rivers Improvement Scheme.,3,3,100.0
A12710,Untitled Detailed Plans of Canberra showing Federal Capital Commission Subdivision overlayed on Griffins Plan: single number series,11,11,100.0
A12712,Records of inquiry resulting from an article published in 'The Sun' on 18 September 1973 about the Stabilisation of Meat Prices,14,14,100.0
A12713,"Records of the Inquiry into a letter allegedly written by Mr B.G. Dexter, Secretary of the Department of Aboriginal Affairs, referred to and quoted in an article appearing in the 'Daily Telegraph' of 11 October 1973",9,9,100.0
A12728,"Master sheets (used stencils) of Top Secret inward and outward cables, for Prime Minister, with WINCH [Winston Churchill], JOHCU [John Curtin], ARDEN [Arthur Fadden] or GORDON [Robert Menzies] prefixes",2,2,100.0
A12817,Inquiry into Voting Rights for Aboriginals,19,19,100.0
A12908,First Fraser Ministry - Cabinet Submissions (with Decisions),12,12,100.0
A12934,Fraser Ministries  - Foreign Affairs and Defence Committee Papers (with Decisions),27,27,100.0
A12994,Letters to Vladimir and Evdokia Petrov from Prime Minister Menzies,2,2,100.0
A13050,First Fraser Ministry - Folder of  Cabinet Decisions,17,17,100.0
A13722,Records of the inquiry relating to an editorial published in [the newspaper] 'Sunday Observer' of 26 February 1978,12,12,100.0
A13773,British Parliamentary Party - Tour of the Australian Commonwealth 1913,15,15,100.0
A13774,Various views of South Australia circa 1890s -1910s,39,39,100.0
A13775,Various views of New South Wales circa 1890s - 1910s,48,48,100.0
A13887,"Digital images of corporate events of the National Archives of Australia, single number series",2,2,100.0
A13926,Inquiry into the alleged discrimination and intimidation of Mr David Berthelsen in his Public Service employment because of evidence given by him to a sub-committee of the Joint Committee on Foreign Affairs and Defence,34,34,100.0
A14076,Records relating to joint inquiry (RAAF & Army) into incident involving Hercules C130 at HMAS Cerberus 1975,4,4,100.0
A14132,Census Aboriginal Population,2,2,100.0
A14148,Hospital case files for World War I veterans and dependents,4,4,100.0
A14173,Australian Medical Corps personnel captured by the Japanese in World War II,2,2,100.0
A14174,List of Australian prisoners of war of the Japanese in World War II - confirmed dead.,2,2,100.0
A14175,List of  Australian Civilians interned by the Japanese in World War II,3,3,100.0
A14177,Complete alphabetical list of Australian prisoners of war of the Japanese in World War II,4,4,100.0
A14290,"Digital copies of photographs of Australian WW I Servicemen held by the Imperial War Museum, London.",494,494,100.0
AA1963/92,"Draft Deeds of Trust, Norfolk Island Fund",2,2,100.0
AA1964/13,"Surveyors' field books, Norfolk Island, single number series",4,4,100.0
AA1964/66,"Contour map of Canberra, 1918",2,2,100.0
AA1966/33,Walter Burley Griffin's Plan of an Arboretum,2,2,100.0
AA1972/206,Papers relating to the Brigalow lands,3,3,100.0
AA1975/142,Personal papers of C E Lane-Poole,7,7,100.0
AA1975/198,Files and papers of the Commonwealth Forestry Adviser and Inspector- General of Forestry,12,12,100.0
AA1976/558,"Survey Office maps, plans and diaries, by 1963-1973",6,6,100.0
AP233/3,Technical co-operation scheme files extracted from registry (Colombo plan),2,2,100.0
AP475/1,Inwards Passenger Cards (Surface Vessels),15,15,100.0
B334,"Aboriginal housing, location, furniture and drainage drawings, maps and plans",135,135,100.0
B6130,Photographic negatives of Papua New Guinea taken by Dr T G Hartley,98,98,100.0
B6255,"RAN Ships' history files, alphabetical by ship name",2,2,100.0
B6525,"World War I 'Call to Arms' recruiting forms for Victoria, arranged by reason for non-enlistment",29,29,100.0
B6526,Name index cards to B6525 World War I 'Call to Arms' recruiting forms for Victoria,4,4,100.0
B6528,"Miscellaneous records of the Confidential Sub-Committee of the State Parliamentary Recruiting Committee, single number series",4,4,100.0
BP1/1,"Allied Works Council, Queensland - Minutes of meetings, single number series",26,26,100.0
BP1/2,"Allied Works Council inter office memoranda, single number series",7,7,100.0
BP1/4,"Allied Works Council, Queensland Division - Minutes of meetings",3,3,100.0
BP4/1,Investigations into Queensland persons and organisations suspected of disloyalty,101,101,100.0
BP9/1,"Personal particulars of New Guinea Evacuees, alphabetical series",50,50,100.0
BP23/1,British migrants (free or assisted passage) personal papers,8420,8420,100.0
BP133/3,"Indexes to secret and confidential military correspondence, single number series imposed",3,3,100.0
BP145/1,Personal documents of Italian migrants entering Queensland [includes Yugoslavian migrants resettled under the Intergovernmental Committee for European Migration],1778,1778,100.0
BP210/3,"Migrants Personal Papers under the Netherlands/Australia Migration Scheme Agreement, imposed single number series",108,108,100.0
BP210/7,Indices of Chinese employed by the USA Army at Bulimba and repatriated to China,4,4,100.0
BP213/5,"""The (Queensland) Customs Compendium"" - or Handbook of reference to the business of the Customs Department - two editions dated 1880 and 1887",2,2,100.0
BP228/2,Registers of correspondence files relating to the War and Detention Service,3,3,100.0
BP230/2,Name index cards relating to individuals suspected of disloyalty,22,22,100.0
BP230/3,Intelligence reports and diaries kept by G F Ainsworth,8,8,100.0
BP230/4,Correspondence reports and miscellaneous papers detailing inquiries into suspected disloyalists in Queensland,4,4,100.0
BP230/6,Papers seized from Australian Communist Party and Trade Unions,9,9,100.0
BP230/8,"Passports visaed, issued or withheld in the state of Queensland",3,3,100.0
BP230/9,Correspondence regarding aliens residing in Queensland,3,3,100.0
BP230/10,Registration booklets relating to deportations of aliens,2,2,100.0
BP230/11,Indexes of aliens interned,2,2,100.0
BP230/12,Miscellaneous papers of Queensland Branch Office of Military Intelligence relating to investigations and surveillance of aliens and disloyalists,12,12,100.0
BP234/1,"Correspondence Files, relating to the immigration and passport function, annual single number series with ""SB"" (Shipping Branch) prefix",329,329,100.0
BP262/2,"Correspondence files relating to works activity undertaken in Queensland and New Guinea, single number series",148,148,100.0
BP306/12,"Lady Elliott Island light station log books, chronological series",8,8,100.0
BP311/1,"Nominal rolls of Italian migrant cane cutters arriving at Cairns, chronological series",2,2,100.0
BP343/34,"Confidential memoranda from Customs and Excise Office, Townsville, imposed single number series",14,14,100.0
BP382/1,Circulars Letters Nos 1 - 600,11,11,100.0
BP382/3,Alphabetical lists of Queensland ex-servicemen and women who were Japanese or German prisoners of war  - [1939/45 War],7,7,100.0
BP384/4,Register of Certificates Exemption from the Dictation Test,5,5,100.0
BP384/7,"Register of Certificate of Exemption from Dictation Test [CEDT], single number series imposed",7,7,100.0
BP384/9,"Birth Certificate Register - Chinese [Australian Born], imposed single number series",2,2,100.0
BP384/23,"Nominal Rolls of British Migrants arriving at Queensland under the Assisted Passage Scheme [Bring out a Briton], imposed single number series",3,3,100.0
BP628/2,Darwin Evacuee Registration Cards,30,30,100.0
BP658/3,Particulars of persons subject to the education test under the Immigration Restriction Act 1901 (Form 20),4,4,100.0
BP742/1,"Registers of enlistments, RAAF (forms MF 17A)",2,2,100.0
BT1200/4,"Personal files for Papua New Guinea Foreign Relations & Trade staff, alphabetical series",8,8,100.0
C33,"Hydraulic drawings, NH series, 35mm microfilm aperture cards, master negative",3,3,100.0
C493,Photographs of the Directors and Sir Christopher Sheehy,2,2,100.0
C4226,"Case files of imported publication titles reviewed for release or prohibition, annual single number series",18,18,100.0
C4659,"Correspondence, lectures and publications of Dr Joseph L Pawsey, single number series",12,12,100.0
C5106,"Reports relating to migrants, prepared by MSJ Keys Young Pty Ltd for the Department of Immigration and Ethnic Affairs",2,2,100.0
CP30/2,Correspondence of Joseph Aloysius Lyons as Leader of the United Australia Party and the Federal Opposition,10,10,100.0
CP167/2,Subject files of Joseph Aloysius Lyons as Prime Minister,25,25,100.0
CP184/5,Copies of Agenda Papers,5,5,100.0
CP209/9,Photographs (15) of Port Pirie Children's Playground,15,15,100.0
CP209/12,Diary and General Notes of T C Weston,3,3,100.0
CP290/7,Cables from the Prime Minister of Great Britain and the Secretary of State for Dominion Affairs,16,16,100.0
CP290/8,Cables to and from Sir Earle Page during his visit to London,2,2,100.0
CP359/1,Papers maintained by William Morris Hughes as Attorney-General,8,8,100.0
CP360/4,[Schedules and copies of Despatches between Governor General and Secretary of State],18,18,100.0
CP362/2,Notes of deputations to the Prime Minister,60,60,100.0
CP362/3,Speeches by the Prime Minister Stanley Melbourne Bruce,7,7,100.0
CP362/4,Personal correspondence of the Prime Minister (Rt Hon Stanley Melbourne Bruce),7,7,100.0
CP362/5,"Papers relating to visits to London, USA and Canada",2,2,100.0
CP662/7,Papers of the Air Enquiry Committee into the loss of the aircraft Southern Cross and Kookaburra,5,5,100.0
CP697/11,Diaries of the Chief Magistrate [Norfolk Island],7,7,100.0
CP698/29,"Files relating to construction and maintenance of the Forestry School, Canberra",2,2,100.0
CP698/30,"Files relating to construction and maintenance of the Commonwealth Observatory, Mount Stromlo",5,5,100.0
CP822/1,Photographs of Norfolk Island,70,70,100.0
CT190/2,Forms RANR 2 - Record of Service - Cadets,486,486,100.0
CT190/3,Forms RANR 2(B) - Supplementary Record of Service Officers,13,13,100.0
CT190/4,"Forms AM, M8 - Australian Military Forces (area 23)",236,236,100.0
CT190/10,"Forms RANR 2 - Record of Service, Cadets",175,175,100.0
CT190/16,"Forms AM, M3 and 8 - Record of Service, AMF",257,257,100.0
CT190/21,"Forms ANR 2 and ANB 2 - Record of Service, Universal Trainees.",47,47,100.0
CT190/28,Forms ANB 50 - Minesweeping,2,2,100.0
CT190/33,Forms ANR I - Register of Swearing In,164,164,100.0
CT190/45,Forms ANB 2 - Record of Service Training,43,43,100.0
CT190/51,Naval Brigade Guard Section,363,363,100.0
D893,"Woomera Range negatives, single number series with E prefix",2,2,100.0
D896,"Register for 35mm colour slides, annual single number series with K prefix (and progressive alpha infix A-K from 1948-1957)",2,2,100.0
D2133,"Microfilm copies of original plans (aperture cards), annual single number series with SS(structural) prefix and variable alpha numeric suffix",4,4,100.0
D2134,"Microfilm copies of original plans (aperture cards), annual single number series with SM (mechanical) prefix and variable alpha-numeric suffix.",2,2,100.0
D2135,"Microfilm copies of original plans (aperture cards), annual single number series with SH (hydraulic) prefix and variable alpha numeric suffix.",2,2,100.0
D2138,"Microfilm copies of original plans (aperture cards), annual single number series with SA (architectural) prefix and variable alpha-numeric suffix",5,5,100.0
D2286,Nominal rolls of Prisoners-of-War (internees) Torrens Island Concentration Camp,2,2,100.0
D2421,"Arrival and departure registers, Gawler Migrant Hostel",2,2,100.0
D3188,Welfare reports - Hon. Cyril Chambers,2,2,100.0
D3766,"Hostel resident cards, alphabetical series",9,9,100.0
D4758,"Register of ships crew (foreign going ships) discharged at Port Adelaide, alphabetical series (artificial series)",268,268,100.0
D4884,"Internal scientific publications, technical reports and memoranda",2,2,100.0
D5588,Glass negatives of aerial survey images relating to Maralinga area (South Australia),98,98,100.0
D5589,Registers of ships crew deserted at Port Adelaide (1852 to 1952) and South Australian Out ports (1891-1922)  from British and foreign ships (artificial series),82,82,100.0
E116,"Job files, single number series with alphabetical prefixes",3,3,100.0
E117,"Job files, single number series with alphabetical prefixes",3,3,100.0
E380,Darwin Area Maps and Camp Sites,26,26,100.0
E470,Transcripts of evidence,4,4,100.0
E739,"Correspondence files, ""O"" single number series",38,38,100.0
E756,"Correspondence files relating to Immigration, single number series",2,2,100.0
E757,"Correspondence files relating to Immigration, unregistered series",3,3,100.0
E950,Darwin Town Post World War II Site Plan,90,90,100.0
E1131,"Records relating to the replanning of Darwin following the Second World War (correspondence, plans, reports, newspaper clippings and photographs mainly relating to/collected by Mr. R.A.McInnis)",13,13,100.0
E1531,Miscellaneous printed documents relating to the development of the Northern Territory,4,4,100.0
E1538,"Advice of deaths and burials, Darwin",5,5,100.0
F48,Correspondence Files of Chairman of Pastoral Leases Investigation Committee (Chief Surveyor),7,7,100.0
F50,Original Reports,3,3,100.0
F69,"Correspondence files, annual single number series - [portion transferred to NT Archives Service]",5,5,100.0
F126,"Correspondence files, single number series",39,39,100.0
F315,"Correspondence Files, Annual Single Number Series.",14,14,100.0
F425,"Correspondence files ""C"", series (confidential)",90,90,100.0
F447,"Correspondence, annual two number series with letter infixes (portion transferred to NTAS)",31,31,100.0
J162,"Inward, Outward and Direct Transit Passenger Manifests, imposed single number series",5,5,100.0
J695,"Actors information cards, alphabetical series",2,2,100.0
J778,"Aircraft history files, alphabetical series (denoting aircraft mark) with 'VH' (Australia) prefix",3,3,100.0
J1197,"Name index of Pacific Islands Regiment personnel, Second World War, alphabetical series",15,15,100.0
J1694,"Registers of Chinese emigration permits, chronological series",4,4,100.0
J1795,"Military officer's record of service, alphabetical series",5303,5303,100.0
J2481,"Proclamations under The Chinese Immigration Restriction Act 1888 & related correspondence, annual single number series",858,858,100.0
J2614,"Correspondence files, annual single number series with 'C&E' (Customs and Excise) prefix",37,37,100.0
J2615,"Correspondence files, single number series with 'Q Pol' [Queensland Policy] prefix",7,7,100.0
J2701,"Land cards, alphabetical series by locality",48,48,100.0
J2780,"Survey plans, alpha numeric series",146,146,100.0
J2808,"Correspondence files, multiple number series",4,4,100.0
J2875,"Caloundra Head light station lamp control drawings, alpha numeric series",12,12,100.0
J3024,"Plans of army properties, alpha numeric series",115,115,100.0
J3079,"Correspondence files (Cape York Telegraph Extension), imposed single number series with 'CAPE YORK' prefix",15,15,100.0
J3085,"Architectural drawings of rural post and telegraph offices in Queensland, alphabetical series by location",106,106,100.0
J3095,"Case files - United States Army accident & compensation claims, single number series with alphabetical prefix",9,9,100.0
J3115,"Alien Immigration files relating to applications for Certificate of Domicile, Certificates of Exemption from the Chinese Immigration Restriction Act 1888 and Certificates of Exemption from the Dictation Test that includes photographs, birth certificates and other historical documents, imposed single number series",161,161,100.0
J3118,"Identity cards for Italian Prisoners of War, single number series",204,204,100.0
J3136,"Certificates exempting from dictation test [CEDT], Queensland, annual single number series",1286,1286,100.0
J3138,"Miscellaneous Queensland weather station correspondence files, imposed single number series",2,2,100.0
J3153,Plans of Commonwealth Government Trawler,2,2,100.0
K338,"Enrolment registers for the Western Australian Volunteer Force, (entries) chronological order",2,2,100.0
K845,"Numerical registers of National Service registrations (1951-1959),single number with ""W"" prefix",2,2,100.0
M14,Framed photographs that relates with Surveyor Charles Robert Scrivener,3,3,100.0
M63,Correspondence with Members of Parliament maintained as Minister for Defence,66,66,100.0
M64,Correspondence maintained as Minister for Defence,36,36,100.0
M77,Photographs of Canberra and district,39,39,100.0
M100,Monthly War Files,72,72,100.0
M110,"Binders of Debt Conversion conversation notes, cables and correspondence",2,2,100.0
M111,Correspondence with Frank Lidgett McDougall,6,6,100.0
M112,"Commemorative photograph album of Conference de Montreux 1936, Montreux Palace",17,17,100.0
M119,Negatives of photographs of the Northern Territory.,125,125,100.0
M431,Diary and personal papers relating to the Darwin Air Raids,7,7,100.0
M433,Aerial photographs of trenches - France - World War I,2,2,100.0
M583,Photographs relating to the Mawson Antarctic Expedition,21,21,100.0
M663,"Reference material used in Opposition, with ""OP"" Opposition prefix, arranged alphabetically by subject.",2,2,100.0
M1218,Copies of photographs relating to John Curtin's term as Prime Minister,14,14,100.0
M1348,Index of press releases,2,2,100.0
M1376,Speeches and Ministerial statements,3,3,100.0
M1382,Photographs mainly relating to J M (Malcolm) Fraser's political career [Partially transferred to University of Melbourne Archives custody 2006],15,15,100.0
M1414,Correspondence of Joseph Benedict Chifley as Director of Labour Supply and Regulation,2,2,100.0
M1415,"Correspondence of John Curtin as Prime Minister, general alphabetical series",471,471,100.0
M1416,"Correspondence of John Curtin as Prime Minister, special subject series",98,98,100.0
M1456,Copies of replies to correspondence maintained by the Private Secretary to the Prime Minister (Joseph Benedict Chifley),31,31,100.0
M1457,Correspondence of Joseph Benedict Chifley as Prime Minister relating to portfolio matters,45,45,100.0
M1458,Correspondence of Joseph Benedict Chifley as Prime Minister relating to the Australian Labor Party and other political and social interest groups,27,27,100.0
M1459,Subject files of Joseph Benedict Chifley as Prime Minister,52,52,100.0
M1488,Panoramic Photographs relating to the Federal Capital,20,20,100.0
M1492,Plaster model of the site for the Federal Capital City of Australia,2,2,100.0
M1532,Architectural plans and drawings,3,3,100.0
M2236,Official papers and correspondence maintained by Stanley Melbourne Bruce in London,7,7,100.0
M3569,"Correspondence files, multiple number series",35,35,100.0
M3605,Records relating to the deaths of Sir Joseph and Dame Mary Cook,2,2,100.0
M4295,Personal papers of Harold Edward Holt,24,24,100.0
M4296,Personal papers of Dame Zara Holt,4,4,100.0
M4300,Personal papers of Dame Zara Holt,25,25,100.0
M4330,Speeches given by Sir Earle Page,19,19,100.0
M4629,"Addresses, essays and speeches by Sir Harry Gibbs",6,6,100.0
MP730/13,Drafts and official papers relating to Part 3 of Chapter 14 (Armoured fighting vehicles),19,19,100.0
MP978/4,Index (photocopy) to seamen's register card films,2,2,100.0
MP1472/50,Australian Aeronautical Research Consultative Committee,5,5,100.0
MP1771/2,Glass negatives of Trade Publicity exhibitions,20,20,100.0
MP1779/1,"Air safety accident, incident and mishap files, multiple number series with 'M' prefix",2,2,100.0
MP1922/3,"Photograph albums of the Joint United Kingdom-Australian Long Range Weapons Project,  single number series",3,3,100.0
N6,Photograph albums Christmas Island,22,22,100.0
NA1980/9,Records relating to the Northern Territory,2,2,100.0
NTAC1970/7,"Advices of deaths, reported by Directorate of War Graves Services",2,2,100.0
NTAC1976/5,"Correspondence files, ""P"" single number series (Pastoral Station files)",14,14,100.0
NTAC1977/161,"Correspondence files, unregistered series",7,7,100.0
NTAC1979/335,"Copies of Minutes of Meetings, Agenda and Submissions of the Darwin Reconstruction Commission in meeting number order, 1975-1977",9,9,100.0
NTAC1980/111,"Miscellaneous records maintained by E.J. Murray, Superintendent of Delissaville Settlement, Snake Bay Settlement (Melville Island) and Native Affairs Branch, Katherine",9,9,100.0
P773,"Correspondence and case files, Imperial Pensions and War Gratuities (World War 1)",300,300,100.0
P1130,"Correspondence files, annual single number series I",646,646,100.0
P1182,"Personal case files for non-British migrants who are deceased, lexicographical series",225,225,100.0
P1868,"Application for War Gratuities and allotment files, World War 1, single number series with 'T' [Tasmania] prefix",5178,5178,100.0
P2157,"Alphabetical listing of Tasmanian Postmasters' and Mistresses', 1899 - 1912",3,3,100.0
P2175,Printed books containing instructions to Lightkeepers,3,3,100.0
P2377,"Survey/sketch books of Tasmanian railway station yards and sidings, numerical series",12,12,100.0
P2472,"Register of meteorological observations and tides, Port Arthur, chronological series",43,43,100.0
P2542,"Detail plans and drawings of Alexandra Battery, Sandy Bay and Fort Nelson Battery, Mount Nelson, single number series",38,38,100.0
P2812,"Photographs of operations and maintenance of Tasmanian lightstations ,  alphabetical by name of lightstation",26,26,100.0
PP30/1,"Liquid Fuel Board of Western Australia, minutes of meetings, and report on",3,3,100.0
PP278/2,"Miscellaneous papers and photographs, Albany Post Office, WA",6,6,100.0
PP301/1,"Coloured photographs: Space Tracking Station, Carnarvon, Western Australia",7,7,100.0
PP301/2,"Black and white photographs, mounted, on various activities and equipment at the Weapons Research Establishment, Woomera, South Australia",6,6,100.0
PP345/1,"Official log books, Cape Otway (M & S 16)",8,8,100.0
PP444/3,"Lists of immigrants, chronological series",8,8,100.0
PP822/1,"Correspondence files [nominal rolls],  annual single number series with 'W' prefix",104,104,100.0
SP926/1,Equipment History Books (Army Book 402),2,2,100.0
SP1043/1,Personal documents of British assisted migrants,2,2,100.0
SP1333/1,General correspondence and administrative information,2,2,100.0
SP1352/1,Reprints of press advertisements,2,2,100.0
B2455,"First Australian Imperial Force Personnel Dossiers, 1914-1920",376053,376018,99.99069280128067
J2483,"Certificates Exempting from Dictation Test [CEDT] issued under ""The Immigration Restriction Acts 1901-1905"" and Regulations (and amending legislation), two number series",14438,14436,99.9861476658817
B4218,"Personal files for members of the Civil Constructional Corps enlisted in Victoria, single number series with ""CV"" Civil Constructional Corps,Victoria prefix",18402,18399,99.98369742419302
D3597,"Album of identification photographs of enemy aliens (civilian and prisoner of war) interned at Liverpool Camp, NSW during World War I (with index)",5800,5799,99.98275862068967
MP1103/2,"Dossiers containing reports on Internees and Prisoners of War held in Australian camps, single number series with alphabetical prefix.",42358,42350,99.9811133670145
B4418,"Boer War dossiers, lexicographical series",5053,5052,99.98020977637047
A14171,Australian POW [Prisoner of War] indices,4508,4507,99.97781721384206
A6769,"Service Cards for Navy Officers, 1911-1970",11942,11938,99.96650477306984
A6770,"Service Cards for Petty Officers and Men, 1911-1970",104962,104919,99.95903279282025
D4028,Nominal index cards for internees at Loveday Camp,2162,2161,99.95374653098983
CT190/19,"Forms ANR 2 and ANB 2 - Record of Service, Universal Trainees.",957,956,99.89550679205851
MT1487/1,"Service records and correspondence concerning Australians serving with other Imperial forces, World War 1.",8023,8014,99.88782251028294
A711,Memorials of naturalization,4237,4232,99.88199197545433
J2482,"Certificates of Domicile issued under  The Immigration Restriction Act 1901  and Regulations, annual single number series",799,798,99.87484355444305
A1197,Incoming passenger cards,4615,4609,99.86998916576381
CT190/18,"Forms ANR 2 and ANB 2. - Record of Service, Universal Trainees",745,744,99.86577181208054
B4747,"Army Militia service records, attestation documents (Form A7), alphabetical series",67883,67765,99.8261715009649
